,Nombre,Genero,Artistas,Album,Popularidad,Duracion,Explicito
5058,Rockabilly,rockabilly,The Slapbacks,Roasted & Toasted,4.0,130466.0,Falso
5059,Rockabilly Moonquake,rockabilly,The Sharks,sin_album,17.0,141572.0,Falso
5060,Rockabilly,rockabilly,Light Walkers,Rockabilly,0.0,168600.0,Falso
5061,Rockabilly Boogie Man,rockabilly,The Surf Zombies,Something Weird,13.0,109293.0,Falso
5062,Rockabilly,rockabilly,George Houston,Cold Toast,1.0,230014.0,Falso
5063,Rockabilly Guy,rockabilly,The Polecats,Rockabilly Cats,26.0,152026.0,Falso
5064,Rockabilly,Sin genero,"The Dual Personality, Matstem",Rockabilly / Mandella,0.0,177203.0,Falso
5065,Rockabilly Medley: Quiero Una Novia Pechugona / No Seas Tan Cruel Conmigo / A D O (En Vivo),rockabilly,Matute,"Matute En Vivo, Vol. 2",34.0,394120.0,Falso
5066,Rock Billy Boogie,rockabilly,Robert Gordon,Rock Billy Boogie,33.0,153333.0,Falso
5067,Rockabilly,rockabilly,Les Six Trognes,Rock Rock Rock: French Rock and Roll (1956 - 1959),0.0,122040.0,Falso
5068,Rockabilly Music,rockabilly,Ray Campi,The Hollywood Cats,18.0,116426.0,Falso
5069,Rockabilly,rockabilly,ROCK PESADO,Rockabilly,2.0,89166.0,Falso
5070,Big Town Banky Blaine's Rockabilly Bbq,rockabilly,Bear Ghost,Jiminy,41.0,226280.0,Falso
5071,Rockabilly Boogie,rockabilly,Lee Rocker,Night Train to Memphis,20.0,168277.0,Falso
5072,Rockabilly,rockabilly,Michael Trott,Automation (Original Video Game Sound Track),0.0,240176.0,Falso
5073,Rockabilly Pychosis,rockabilly,The Meteors,In Heaven,17.0,130880.0,Verdadero
5074,Death Metal Guys,rockabilly,The Reverend Horton Heat,Laughin' & Cryin' With The Reverend Horton Heat,16.0,200320.0,Falso
5075,Rockabilly,rockabilly,King Drapes,Rockers On the Loose,2.0,164706.0,Falso
5076,Rockabilly Rebel,rockabilly,Eddie Meduza,För Jævle Braa!,17.0,134133.0,Falso
5077,Rockabilly,rockabilly,sin_artista,"Ladies & Gentlemen, Attention Please...",0.0,141687.0,Falso
5078,Rockabilly Rebel,rockabilly,Ray Campi,"Rockabilly Rebellion: The Very Best Of Ray Campi, Vol. 1",13.0,200626.0,Falso
5079,Rockabilly,rockabilly,Living Room,Liquid Lounge Series A,0.0,192879.0,sin_valor
5080,Rockabilly Rebel,rockabilly,Orion,Sun Collector Classics - Rockabilly,24.0,163960.0,Falso
5081,Rockabilly Blues,rockabilly,Brian Setzer,Rockabilly Riot! All Original,15.0,223893.0,Falso
5082,Rockabilly,rockabilly,Johnny Cymbal,"Some Songs I Left Behind, Volume One",0.0,184413.0,sin_valor
5083,Rockabilly Blues,rockabilly,Justin Johnson,"The Bootleg Series, Vol. 1",7.0,132480.0,Falso
5084,Rockabilly,rockabilly,Jamie Clarke's Perfect,Hell Hath No Fury,0.0,129906.0,Falso
5085,Rockabilly Baby,rockabilly,Jets,15 Rockin Years,25.0,128186.0,Falso
5087,Rockabilly,rockabilly,Jeffy & The Sunken Heads,Jeffy & The Sunken Heads,0.0,67000.0,Falso
5088,Rockabilly,rockabilly,Fito Paez,sin_album,3.0,30060.0,Falso
5089,Rockabilly Man,rockabilly,The Firebirds,Too Hot to Handle,22.0,201133.0,Falso
5090,That's Not Rockabilly,rockabilly,Hillbilly Hellcats,Our Brand,19.0,109946.0,Falso
5091,Rockabilly,rockabilly,Kentucky Boys,I Want It Hot,1.0,156600.0,Falso
5092,Rockabilly Rhythm - Bonus Track,rockabilly,"Tom Stormy Trio, Rhythm Sophie",Respect for the '50s,17.0,122520.0,Falso
5093,The Hearse,rockabilly,Al Casey,Al Casey's Rockabilly Sessions,3.0,122320.0,Falso
5094,Rockabilly,rockabilly,F.T.E.,Mindset Overhall,0.0,115760.0,Falso
5095,Big Town Banky Blaine's Rockabilly BBQ,rockabilly,Bear Ghost,Big Town Banky Blaine's Rockabilly BBQ,30.0,225710.0,Falso
5097,Rockabilly 2018,rockabilly,Behmer,Rockabilly 2018,19.0,172812.0,Falso
5098,Rockabilly Hair,rockabilly,The Hurricanes SCO,The Devils Choice,8.0,161542.0,Falso
5099,Rockabilly,rockabilly,Jóvenes Pordioseros,Late,4.0,110672.0,sin_valor
5100,Romance Is Boring,romance,Los Campesinos!,Romance Is Boring,45.0,155853.0,Falso
5101,Romance,romance,Varials,In Darkness,49.0,142520.0,Falso
5102,romance361 (feat. PnB Rock),romance,"iann dior, PnB Rock",nothings ever good enough,46.0,181289.0,Verdadero
5103,Romance,romance,Hiroshi Suzuki,sin_album,45.0,356352.0,Falso
5104,"Romance in F Minor, Op. 11, B. 39",romance,"Antonín Dvořák, Anne-Sophie Mutter, Berliner Philharmoniker, Manfred Honeck",Berliner Philharmoniker plays Dvořák & Rimsky-Korsakov,0.0,734706.0,Falso
5105,Romance Garbage,Sin genero,Fatboibari,Romance Garbage,47.0,122070.0,Falso
5106,Romance,romance,Eslabon Armado,Vibras de Noche,40.0,274214.0,Falso
5107,Bad Romance,romance,Lady Gaga,The Fame Monster (Deluxe Edition),78.0,294573.0,Verdadero
5108,Romance Is Dead,romance,Parkway Drive,Killing With A Smile,39.0,317907.0,Verdadero
5109,Romance,romance,My Chemical Romance,"I Brought You My Bullets, You Brought Me Your Love",42.0,62663.0,Falso
5110,ロマンス,romance,鈴木 弘,キャット,44.0,353386.0,Falso
5111,IPHONE,romance,RomancePlanet,IPHONE,42.0,103547.0,Falso
5112,romance,romance,KidSnorlax,romance,41.0,135400.0,Verdadero
5113,BLAME YOU,romance,RomancePlanet,BLAME YOU,32.0,139629.0,Falso
5114,Romance Quinceañero,romance,Luis Silva,Romance Quinceañero,45.0,292107.0,Falso
5115,Romance,romance,YOASOBI,THE BOOK 2,47.0,166426.0,Falso
5116,Romance,romance,Melody Lake,Romance,29.0,61578.0,Falso
5117,ROMANCE,romance,BUCK-TICK,ROMANCE,38.0,275133.0,Falso
5118,Romance is rated R,romance,Pilt Chamberlain,Romance is rated R,36.0,91985.0,Verdadero
5119,Romance,romance,Anthony Jeselnik,Shakespeare,33.0,169626.0,Verdadero
5120,WTW,romance,romance bby,WTW,33.0,125152.0,Falso
5121,Romance in Durango,romance,Bob Dylan,Desire,33.0,344333.0,Falso
5122,Romance,romance,"Germaine Tailleferre, Adriano Spampanato",Romance,35.0,208550.0,Falso
5123,Romance,romance,Adam Hurst,To a Darkening Sky | Cello and Piano,25.0,206739.0,Falso
5124,Romance,romance,Thelma Brooks,Romance,21.0,123243.0,Verdadero
5125,Romance,romance,Ex:Re,Ex:Re,26.0,403469.0,Falso
5126,FALL FROM THE SKY,romance,RomancePlanet,FALL FROM THE SKY,46.0,152248.0,Falso
5127,Romance,Sin genero,"Kanisan, Mau",sin_album,27.0,90350.0,Falso
5128,Romance Me,Sin genero,Serani,No Games,25.0,222826.0,Falso
5129,Romance,romance,Knife Pause,Romance,23.0,249816.0,Falso
5131,Romance Revisited,romance,Melody Lake,sin_album,26.0,62045.0,Falso
5132,Romance,romance,sin_artista,Romance,10.0,154181.0,Falso
5133,romance is dead,Sin genero,Bailey Spinn,my worst enemy,35.0,226950.0,Verdadero
5135,"Romance Symphony (Feat. CHANGMO, Jay Park)",romance,"BIG Naughty, CHANGMO, Jay Park",NANGMAN,41.0,240840.0,Falso
5136,Romance,romance,CrazyJaZz,Romance,28.0,119529.0,Falso
5137,Romance,romance,YOASOBI,Romance,36.0,168461.0,Falso
5138,"Romance Suite (From the Motion Picture ""Promising Young Woman"")",romance,Anthony Willis,Promising Young Woman (Original Motion Picture Score),37.0,212400.0,Falso
5139,sin_nombre,romance,Kris Heaton Band,Alive,32.0,246649.0,Falso
5140,Romance,romance,Jazz Fruits Music,Jazz Jukebox,30.0,156208.0,Falso
5141,Romance Novel,romance,Ninja Sex Party,Cool Patrol,21.0,115865.0,Verdadero
5142,Romance (Arr. J. Williams for Guitar & Orchestra),romance,"Traditional, John C. Williams, William Goodchild, String Orchestra",The Ultimate Guitar Collection,35.0,197720.0,Falso
5143,Romance,romance,J Kirmse,Romance,24.0,137412.0,Falso
5144,Romance en Re sostenido,romance,PXNDX,Bonanza,49.0,225146.0,sin_valor
5145,Romance,romance,CHEEZE,Plain,25.0,255625.0,Falso
5146,Romance,romance,CRSB,Crsb,24.0,270954.0,Falso
5149,Romance,romance,NINA,Then You Know What You Are About to Do Has Eternal Conseguences,20.0,120000.0,Falso
5150,SAD!,sad,XXXTENTACION,?,75.0,166605.0,sin_valor
5151,Sad Girl,sad,Lana Del Rey,Ultraviolence (Deluxe),71.0,317760.0,Falso
5152,Sad Loqueron,sad,Gabito Ballesteros,THE GB,68.0,181503.0,Falso
5153,Sad But True (Remastered),sad,Metallica,Metallica (Remastered),61.0,324600.0,Falso
5154,SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),sad,"Amaarae, Kali Uchis, Moliy",SAD GIRLZ LUV MONEY Remix (feat. Kali Uchis and Moliy),67.0,204763.0,Verdadero
5155,$AD BOYZ II,sad,Junior H,$AD BOYZ 4 LIFE II,67.0,208898.0,Verdadero
5156,Saddle Tramp,sad,Marty Robbins,Gunfighter Ballads And Trail Songs,54.0,123373.0,Falso
5157,sin_nombre,sad,"Aashir Wajahat, NAYEL, Nehaal Naseem",Sadqay,69.0,154455.0,Falso
5158,Sad Beautiful Tragic (Taylor's Version),sad,Taylor Swift,Red (Taylor's Version),59.0,284773.0,Falso
5159,Kiss of Life,sad,Sade,The Best of Sade,68.0,251333.0,Falso
5160,Sad Girls (feat. Rema),sad,"Clean Bandit, French The Kid, Rema",La mejor música dance,0.0,163472.0,Verdadero
5161,Sadeness,sad,Enigma,Love Sensuality Devotion: The Greatest Hits,52.0,255533.0,Falso
5162,Sad Disco,sad,flipturn,Shadowglow,51.0,227213.0,Verdadero
5164,Sadness As A Gift,sad,Adrianne Lenker,Bright Future,53.0,259015.0,Falso
5165,Sad,sad,Bo Burnham,What.,43.0,263099.0,Verdadero
5166,sin_nombre,sad,"We The Kings, Elena Coates",Somewhere Somehow,58.0,226330.0,sin_valor
5167,Sad,sad,Maroon 5,Overexposed (Deluxe),36.0,194253.0,Falso
5168,Sad Girl Summer,sad,Maddie & Tae,Sad Girl Summer,49.0,178307.0,Falso
5169,SAD,sad,VIVObeatz,SAD,32.0,216000.0,Falso
5171,Sad,sad,Bryce Savage,sin_album,33.0,147310.0,Falso
5172,Sad Machine,sad,Porter Robinson,Worlds,51.0,350690.0,Falso
5173,SAD,sad,Noray music,SAD,30.0,153066.0,Falso
5174,SAD,sad,Glizz,SAD,50.0,140160.0,Verdadero
5175,Sad,Sin genero,"Shiloh Dynasty, violini5t",Sad,36.0,80851.0,Falso
5176,SAD MEAL,sad,Bladee,Cold Visions,52.0,121643.0,Verdadero
5177,sad,sad,LANY,mama's boy,40.0,199906.0,Falso
5178,Sad In Carolina,sad,Dexter and The Moonrocks,Sad In Carolina,48.0,190552.0,Falso
5179,sad,sad,georgee,sad,29.0,140336.0,Falso
5180,Sad People,sad,Kid Cudi,Man On The Moon III: The Chosen,51.0,176026.0,Verdadero
5181,Sad,sad,"Saint Sinner, The Human Experience",Sad,27.0,192000.0,Falso
5184,"Sadiya Khul Jaai - From ""Rang De Basanti""",sad,"Khesari Lal Yadav, Priyanka Singh, Pawan Pandey, Krishna Bedardi","Sadiya Khul Jaai (From ""Rang De Basanti"")",15.0,229480.0,Falso
5186,SAD (Clap Your Hands),sad,Young Rising Sons,SAD / Scatterbrain,49.0,152202.0,Falso
5187,Sad,sad,Lemon Demon,I Am Become Christmas EP,27.0,257636.0,Falso
5188,Sad Eyes - Remastered 2002,sad,Robert John,Classic Masters,49.0,253213.0,Falso
5189,sad,sad,LANY,mama's boy (deluxe),33.0,199906.0,Falso
5190,Saddy Daddy-O,sad,Artimus Wolz,Chaos,48.0,198000.0,Verdadero
5191,Sad,sad,Maroon 5,Overexposed,24.0,194253.0,Falso
5192,Sadie,sad,Goth Babe,Lola,46.0,223587.0,Falso
5193,Sad,sad,Bebe Rexha,Expectations,30.0,185640.0,Falso
5195,Sad Forever,sad,Lauren Spencer Smith,Músicas pra ouvir na janela do ônibus,0.0,175550.0,Verdadero
5196,Sad,sad,Airtor Beats,Sad,20.0,198620.0,Falso
5197,Sad Fuck,sad,sin_artista,Sad Fuck,48.0,128306.0,Verdadero
5199,Sad Girl,sad,The Intruders,Cowboys to Girls,44.0,117133.0,sin_valor
5200,Tu Con El,salsa,Frankie Ruiz,El Papa De La Salsa,54.0,300680.0,Falso
5201,Salsa Con Coco,salsa,Pochy Y Su Cocoband,El Arrollador,48.0,294440.0,Falso
5202,sin_nombre,salsa,Luis Enrique,Ciclos,69.0,259853.0,Falso
5203,Salsa,salsa,"J-AX, Jake La Furia",Hit Estive 2024,0.0,194880.0,Verdadero
5205,sin_nombre,salsa,Frankie Valentine,Salsa Dura Legends,38.0,126361.0,Falso
5206,Te Va A Doler,salsa,Maelo Ruiz,En Tiempo De Amor,68.0,292920.0,Falso
5207,Salsa,salsa,El Micha,Pa'l Mundo,37.0,176360.0,Falso
5208,Brujeria,Sin genero,El Gran Combo De Puerto Rico,sin_album,62.0,205813.0,Falso
5209,Salsa y Dembow,salsa,"Swag Boy, Dilon Baby, Danidrvms",sin_album,39.0,148709.0,Falso
5210,Que Locura Enamorarme De Ti,salsa,Eddie Santiago,Atrevido Y Diferente,66.0,308040.0,Falso
5211,Long Run,salsa,"Salsalino, AngleTeam Marvo",Long Run,47.0,182047.0,Verdadero
5212,Ven Devórame Otra Vez,salsa,Lalo Rodriguez,Oro Salsero,62.0,311400.0,Falso
5213,Salsa Y Control,salsa,Lebrón Brothers,Salsa Y Control,41.0,227400.0,sin_valor
5214,Salsa,Sin genero,KAMILOB,Sobrenatural,27.0,64674.0,Falso
5215,SALSA,salsa,Staynless,God's Favourite,25.0,159130.0,Falso
5216,Un Zombie A La Intemperie - Versión Salsa,salsa,"Alejandro Sanz, Luis Enrique",Salsita Pal Cuerpo,0.0,235732.0,Falso
5217,sin_nombre,salsa,"Víctor Manuelle, Gilberto Santa Rosa",25/7,35.0,298306.0,Falso
5218,Salsa,salsa,El Micha,Salsa,32.0,176360.0,Falso
5219,Salsa,salsa,"STF CASANOVA, IAM3AM",Immortal,22.0,166730.0,Verdadero
5220,Tu Amor Me Hace Bien - Salsa Version,salsa,Marc Anthony,Valio La Pena,65.0,300160.0,Falso
5221,Salsa,salsa,RAM6,Salsa,25.0,204150.0,Falso
5222,Salsaton - Salsa,salsa,El Rubio Loco,Voglio scoprir l'America,39.0,261826.0,Falso
5223,Salsa,salsa,Scyene Oll,Day Up,21.0,71399.0,Falso
5224,Salsa,salsa,311,Grassroots,21.0,147840.0,Verdadero
5225,Salsa en la Calle,salsa,"Sr Ortegon, Pana Black",Reggaeton Generation,37.0,139285.0,Falso
5226,Salsa,salsa,Rozay,Hustle & Flow,16.0,102061.0,Verdadero
5227,Fabricando Fantasías - Salsa Version,salsa,Tito Nieves,Fabricando Fantasías,61.0,272266.0,Falso
5228,Salsa,salsa,Niña Dioz,Reyna,18.0,188832.0,Verdadero
5229,Conteo Regresivo - Salsa Version,salsa,Gilberto Santa Rosa,Contraste,67.0,266786.0,Falso
5230,Salsa,salsa,Pressed,Salsa,19.0,108492.0,Verdadero
5231,Salsa,salsa,Yuri Buenaventura,Yo Soy,13.0,268933.0,Falso
5232,Valió la Pena - Salsa Version,salsa,Marc Anthony,Valio La Pena,63.0,289466.0,Falso
5233,Salsa,salsa,"KENUMI, Ciscaux",Salsa,13.0,129026.0,Verdadero
5234,Salsa de Ahora,salsa,"Motiff, Luis Figueroa, Jonathan Moly, Nesty, Jimmy Rodriguez, Ronald Borjas",Salsa de Ahora,31.0,177450.0,Falso
5235,Salsa,salsa,"BLKCITY, Abdul Kay, RAIZA BIZA, Blaze the Emperor, Mo Muse, JessB",Salsa,24.0,210309.0,Verdadero
5236,Salsa,salsa,"J-AX, Jake La Furia",Salsa,41.0,195750.0,Verdadero
5237,Salsa Tequila,salsa,Anders Nilsen,Salsa Tequila,51.0,199804.0,Falso
5238,Salsa,salsa,sin_artista,Salsa,15.0,133472.0,Verdadero
5239,Ahora Quien - Salsa Version,salsa,sin_artista,Valio La Pena,62.0,309586.0,Falso
5240,Salsa,salsa,"J-AX, Jake La Furia",SurreAle,35.0,194880.0,Verdadero
5241,Salsa Y Sabor,salsa,Tito Puente,Para los Rumberos,32.0,181093.0,Falso
5242,Salsa,salsa,Torchhh,Salsa,7.0,113397.0,Verdadero
5243,Salsa & Choke (feat. Ñejo),salsa,"ChocQuibTown, Ñejo",El Mismo,36.0,248400.0,Falso
5244,Salsa,salsa,Hamdi,"Cuba, Pt. 2",11.0,192004.0,Falso
5245,Salsa Caliente - Versión Aumentada,salsa,Meridian Brothers,Desesperanza,25.0,283106.0,Falso
5246,Salsa,salsa,Dear Silas,Salsa,8.0,148025.0,Verdadero
5247,Qué Precio Tiene el Cielo - Salsa Version,salsa,Marc Anthony,Sigo Siendo Yo,62.0,302946.0,Falso
5248,Salsa,salsa,"José Alberto ""El Canario"", Voltio",Salsa Con Invitados,14.0,254129.0,Falso
5249,Déjame Un Beso,salsa,Salsa Kids,Nadie Nos Va A Detener,50.0,240533.0,Falso
5250,Samba de Janeiro,samba,Bellini,Samba de Janeiro,61.0,168444.0,Falso
5251,Samba Pa Ti,samba,Santana,Abraxas,56.0,284800.0,Falso
5252,Samba saravah,samba,"Stacey Kent, Jim Tomlinson, Matt Skelton, John Parricelli, Dave Chamberlain",Breakfast on the Morning Tram (Bonus Edition),52.0,224016.0,Falso
5253,Samba do Brasil,samba,Bellini,Festival,61.0,197853.0,Falso
5254,Samba de mon cœur qui bat,samba,Coralie Clement,Salle des pas perdus,49.0,233960.0,Falso
5255,Samba de Malandro,samba,"MC Paulin da Capital, Love Funk, Mc Piedro, Dj GM, DJ WN, MC Ryan SP, Mc Daniel",Samba de Malandro,74.0,300842.0,Verdadero
5256,Samba,samba,Clea Vincent,Tropi-cléa,47.0,168858.0,Falso
5257,Magalenha,samba,Sérgio Mendes,Brasileiro,62.0,216933.0,Falso
5259,Samba Da Bencao,samba,Bebel Gilberto,Tanto Tempo,34.0,287266.0,Falso
5260,Samba De Amigo,samba,Bellini,Samba De Janeiro - The Lost Mixes,24.0,167993.0,Falso
5261,Samba de Orfeu,samba,"Luiz Bonfá, Toots Thielemans",The Brasil Project Vol. II,48.0,216360.0,Falso
5262,Samba de Janeiro - Radio Edit,samba,Bellini,Samba de Janeiro,33.0,168447.0,Falso
5263,Samba de Janeiro - Club Mix,samba,Bellini,Samba de Janeiro,37.0,338655.0,Falso
5264,Sambalamento,samba,"Luiz Bonfá, Lalo Schifrin, Oscar Castro-Neves",Composer Of Black Orpheus Plays And Sings Bossa Nova,43.0,139600.0,Falso
5265,Samba Da Benção,samba,"Toquinho, Vinícius de Moraes",Personalidade,36.0,414200.0,Falso
5266,Samba de Orfeu,samba,Luiz Bonfá,Solo in Rio 1959,40.0,75986.0,Falso
5267,Samba D,samba,The Ipanemas,Samba Is Our Gift,45.0,139466.0,Falso
5268,Sambassim - DJ Patife Remix,samba,DJ Patife,Cool Steps Drum 'n' Bass Grooves,38.0,216440.0,Falso
5269,Samba,samba,"YouNotUs, Louis III",Samba,57.0,147818.0,Falso
5270,Samba Paixão,samba,"Murart, Revna",Samba Paixão,43.0,152666.0,Falso
5271,Sambalero,samba,"Stan Getz, Luiz Bonfá, Maria Toledo",Jazz Samba Encore!,41.0,128160.0,Falso
5272,Samba Pa Ti,samba,Santana,Ultimate Santana,33.0,285346.0,Falso
5273,Samba De Uma Nota Só,samba,Antônio Carlos Jobim,Inédito,48.0,180040.0,Falso
5274,sin_nombre,samba,Marcos Valle,Marcos Valle,32.0,225026.0,Falso
5275,Lambada - Original Version 1989,samba,Kaoma,Lambada - Les originaux No. 1 de l'été (Original 1989),64.0,207466.0,Falso
5276,Samba Tranquille,samba,Thievery Corporation,Mirror Conspiracy,40.0,186493.0,Falso
5277,sin_nombre,samba,Bellini,"Ballermann Fussball Party Classics, Vol. 1",0.0,168426.0,Falso
5279,Samba De Uma Nota So,samba,"Stan Getz, Charlie Byrd",Jazz Samba,41.0,369280.0,Falso
5280,Samba de Verão,samba,Lisa Ono,Bossa Nova Vibes,39.0,128400.0,Falso
5281,Samba de Verao,samba,Caetano Veloso,Live in Bahia,7.0,165426.0,Falso
5282,Samba De Uma Nota So (One Note Samba),Sin genero,Antônio Carlos Jobim,"The Composer Of Desafinado, Plays",39.0,134360.0,Falso
5283,Samba Sujo,samba,"Born Dirty, Diplo",Samba Sujo,34.0,188939.0,Falso
5284,Samba Saravah,samba,Pauline Croze,Bossa Nova,43.0,170186.0,sin_valor
5285,Samba De Orpheu,samba,Paul Desmond,Take Ten,25.0,269933.0,Falso
5286,Samba Triste,samba,"Stan Getz, Charlie Byrd",Jazz Samba,39.0,283626.0,Falso
5287,Samba Triste - uChill Remix,samba,"Stan Getz, Charlie Byrd, uChill",Bossa Beats (Vol. 1),36.0,128695.0,Falso
5288,Samba,samba,Gloria Estefan,BRAZIL305,29.0,220986.0,Falso
5289,Samba Cantina,samba,Paul Desmond,Bossa Antigua,31.0,342026.0,Falso
5290,"Samba de Orfeu (from ""Black Orpheus"")",samba,"Breno Mello, Marpessa Dawn",Black Orpheus,24.0,135697.0,Falso
5291,Samba,samba,"V.I.N Archive, Shady Moon, 22december",Samba,24.0,140098.0,Falso
5293,Samba,samba,Lazarus!,Samba,20.0,170979.0,Falso
5294,Samba Do Aviao - Live,samba,"Gal Costa, Antônio Carlos Jobim",Rio Revisited,44.0,203226.0,Falso
5295,Samba,samba,vision string quartet,Spectrum,28.0,276500.0,Falso
5296,Samba De Orfeu,samba,Maria Toledo,Braziliana,38.0,130800.0,Falso
5297,Samba,samba,Lagum,Samba,47.0,160238.0,Falso
5298,Samba Da Minha Terra - Live At Carnegie Hall/1964,samba,"Stan Getz, João Gilberto",sin_album,40.0,188280.0,Falso
5299,Samba,samba,Harlan Evans,Samba,20.0,280868.0,Verdadero
5300,sin_nombre,sertanejo,Felipe e Rodrigo,Questão de Tempo (Ao Vivo / Vol.2),77.0,171335.0,Falso
5301,Coração Sertanejo / Onde Haja Sol - Ao Vivo,sertanejo,Lauana Prado,Divas do Modão,0.0,269733.0,Falso
5302,Estado Civil - Ao Vivo,sertanejo,"Bruno Cesar e Rodrigo, Zé Neto & Cristiano",Direitos Autorais (Ao Vivo),63.0,172538.0,Falso
5303,Evidências,sertanejo,Chitãozinho & Xororó,Do Tamanho do Nosso Amor,60.0,279293.0,Falso
5304,Sertanejo Automotivo 1.0,sertanejo,"MARIHANNA, MC K.K, WZ Beat, DJ Hunter",Sertanejo Automotivo 1.0,42.0,138461.0,Verdadero
5305,Vestido Curto - Ao Vivo,sertanejo,"Diego & Victor Hugo, Guilherme & Benuto",Vestido Curto (Ao Vivo),68.0,151976.0,Falso
5306,Barulho Do Foguete - Ao Vivo,sertanejo,Zé Neto & Cristiano,"Escolhas, Vol. 2 (Ao Vivo)",75.0,133546.0,Falso
5307,Sertanejo De Coração - Ao Vivo,sertanejo,"Trio Parada Dura, Dell Cavalini",Sertanejo De Coração (Ao Vivo),33.0,230198.0,sin_valor
5308,Sertanejo,Sin genero,"OGAERRI, Crespo Music",EAZY MONEY (Vol. 1),11.0,108967.0,Falso
5309,Vinheta Bate Papo Sertanejo,sertanejo,Word Hits,Vinheta Bate Papo Sertanejo,34.0,37120.0,Falso
5310,Cep Novo - Ao Vivo,sertanejo,"Gusttavo Lima, Murilo Huff",Paraíso Particular (Ao Vivo),68.0,194208.0,Falso
5311,Sertanejo,sertanejo,Peão Carreiro & Praense,"Sertanejo Raiz - Moda de Viola, Vol.1",18.0,389760.0,Falso
5312,O Meu Ideal - Acoustic,sertanejo,Sertanejo Modernin,O Meu Ideal (Acoustic),24.0,203161.0,Falso
5313,Eu Gosto Assim - Ao Vivo,sertanejo,"Gustavo Mioto, Mari Fernandez",Eu Gosto Assim (Ao Vivo),66.0,148800.0,Falso
5314,Sertanejo,sertanejo,Aki Ella,Sertanejo,0.0,207170.0,Falso
5315,Canudinho - Ao Vivo,sertanejo,"Gusttavo Lima, Ana Castela",Paraíso Particular (Ao Vivo),65.0,124511.0,Falso
5316,Sertanejo,sertanejo,Peão Carreiro & Praense,Peão Carreiro e Praense,4.0,209853.0,Falso
5317,Carla / Uma Brasileira (Tudo Vira Sertanejo) - Ao Vivo,sertanejo,Régis Palma,Carla / Uma Brasileira (Tudo Vira Sertanejo) [Ao Vivo],30.0,229471.0,Falso
5318,Erro Gostoso - Ao Vivo,sertanejo,Simone Mendes,Cintilante (Ao Vivo / Vol.2),70.0,178811.0,Falso
5319,Sertanejo,sertanejo,"Luciana Rabello, Maurício Carrilho",Princípios Do Choro 3,0.0,168893.0,Falso
5320,Sertanejo Sem Mistura,sertanejo,Dino Franco e Mouraí,Sertanejo Sem Mistura,25.0,157373.0,Falso
5321,Torce o Olho - Ao Vivo,sertanejo,"Gusttavo Lima, Hugo & Guilherme",Paraíso Particular (Ao Vivo),58.0,167551.0,Falso
5322,Sertanejo,sertanejo,Severino Januário,Forró Lascado,1.0,155350.0,Falso
5323,Sertanejo Solitário,sertanejo,João Carreiro,Coletânea Caipira - Relembrando As Minhas Composições,24.0,240387.0,Falso
5324,Canudinho - Ao Vivo,sertanejo,"Gusttavo Lima, Ana Castela",Canudinho (Ao Vivo),68.0,124511.0,Falso
